SEQ_NUM,SEQ_,BLOCK_NM,REGNUM_BLOCK,A_47,W_3,W_4,W_8,W_13,W_15,W_16,W_17,W_18,W_20,W_21,W_24,W_25,W_27,W_28,W_29,W_30,W_31,W_36,W_38,W_39,W_40,W_41,wa1_age,wa2_fam,wa3_liveterm,wa4_child,wa5_direct,wa6_fac,wa7_construct,wa8_weakYN,wa9_weakscore,wa10_application,Price.percent,num.Apt,subway.km,walk.YN,num.House,facility_near,hospital_near_km,hospital_near_min,supply_tot,news_3month,news_6month,supply.ratio
14088,1187,HO,3159_HO,0,46F,L,3159,1st,N,n,1,RESI,0,7,0,2,12,0,43,n,n,n,N,N,N,0,2,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14091,1190,HO,3160_HO,0,46F,W,3160,1st,N,n,0,RESI,0,9,0,3,6,0,51,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14095,1194,HO,3161_HO,0,46F,L,3161,1st,N,n,1,RESI,0,7,0,1,2,0,49,n,n,n,N,N,N,0,2,1,1,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14099,1198,HO,3163_HO,0,46F,L,3163,1st,N,n,0,RESI,0,6,0,1,13,0,49,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14105,1204,HO,3168_HO,0,46F,W,3168,1st,N,n,2,RESI,0,14,0,3,12,0,50,n,n,n,N,N,N,0,3,3,3,2,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14114,1213,HO,3413_HO,0,46F,L,3413,1st,N,n,0,RESI,6,6,0,1,4,0,70,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14122,1221,HO,3424_HO,0,46F,W,3424,1st,N,n,1,RESI,7,10,0,2,8,0,44,Y,n,n,N,N,N,0,2,2,3,0,3,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14131,1230,HO,3442_HO,0,46F,L,3442,1st,N,n,1,RESI,0,7,0,2,0,0,45,n,n,n,N,N,N,0,2,2,0,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14134,1233,HO,3443_HO,0,46F,L,3443,1st,N,n,0,RESI,0,6,0,2,5,0,31,n,n,n,N,N,N,0,1,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14149,1248,HO,3715_HO,0,46F,W,3715,1st,N,n,2,RESI,4,7,-5,2,6,0,45,n,n,n,N,N,N,0,2,2,3,2,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14154,1253,HO,3718_HO,0,46F,L,3718,1st,N,n,1,RESI,4,7,0,1,4,0,35,n,n,n,N,N,N,0,1,1,2,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14169,1268,HO,3738_HO,0,46F,L,3738,1st,N,n,0,RESI,0,7,0,1,7,0,70,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14171,1270,HO,3739_HO,4750000,46F,L,3739,1st,N,n,0,RESI,0,6,-3,2,3,48,51,n,n,n,N,N,N,0,3,2,2,0,0,0,0,,0,2,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14174,1273,HO,3740_HO,0,46F,W,3740,1st,N,n,2,RESI,0,8,0,3,2,0,47,n,n,n,N,N,N,0,2,3,1,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14178,1277,HO,3742_HO,0,46F,L,3742,1st,N,n,0,RESI,0,7,0,1,5,0,56,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14187,1286,HO,3760_HO,0,46F,L,3760,1st,N,n,0,RESI,0,6,0,1,3,0,66,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14189,1288,HO,3767_HO,0,46F,W,3767,1st,N,n,0,RESI,0,8,0,2,28,0,55,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14192,1291,HO,3771_HO,0,46F,W,3771,1st,N,n,3,RESI,0,14,0,5,9,0,47,Y,n,n,N,N,N,0,2,3,3,3,3,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14198,1297,HO,3773_HO,5850000,46F,W,3773,1st,N,n,2,RESI,0,10,0,3,4,62,27,n,n,n,N,N,N,0,0,3,2,2,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14202,1301,HO,3774_HO,0,46F,W,3774,1st,N,n,2,RESI,0,8,0,2,3,0,40,n,n,n,N,N,N,0,2,2,2,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14205,1304,HO,3775_HO,0,46F,W,3775,1st,N,n,0,RESI,0,8,0,2,6,0,67,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14208,1307,HO,3776_HO,0,46F,L,3776,1st,N,n,1,RESI,0,7,0,2,17,0,49,n,n,n,N,N,N,0,2,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14211,1310,HO,3777_HO,0,46F,W,3777,1st,N,n,1,RESI,0,9,0,3,17,0,51,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14235,1334,HO,4016_HO,0,46F,W,4016,1st,N,n,3,RESI,0,11,0,4,18,0,48,n,n,n,N,N,N,0,2,3,3,3,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14240,1339,HO,4017_HO,0,46F,W,4017,1st,N,n,1,RESI,0,8,0,2,8,0,51,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14243,1342,HO,4020_HO,0,46F,W,4020,1st,N,n,0,RESI,0,10,0,2,4,0,53,n,n,n,N,N,N,0,3,2,2,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14246,1345,HO,4029_HO,0,46F,W,4029,1st,N,n,2,RESI,0,11,0,3,7,0,53,n,n,n,N,N,N,0,3,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14252,1351,HO,4031_HO,0,46F,W,4031,1st,N,n,0,RESI,0,9,0,3,13,0,54,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14259,1358,HO,4033_HO,3900000,46F,W,4033,1st,N,n,0,RESI,0,9,0,2,1,98,51,n,n,n,N,N,N,0,3,2,1,0,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14262,1361,HO,4035_HO,0,46F,L,4035,1st,N,n,0,RESI,0,7,0,3,3,0,47,n,n,n,N,N,N,0,2,3,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14269,1368,HO,4043_HO,12300000,46F,W,4043,1st,N,n,0,RESI,0,10,0,2,4,124,62,n,n,n,N,N,N,0,3,2,2,0,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14272,1371,HO,4046_HO,0,46F,W,4046,1st,N,n,0,RESI,0,8,0,2,6,0,56,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14278,1377,HO,4048_HO,0,46F,W,4048,1st,N,n,2,RESI,0,8,0,3,4,0,38,n,n,n,N,N,N,0,1,3,2,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14282,1381,HO,4049_HO,0,46F,W,4049,1st,N,n,0,RESI,0,11,0,2,15,0,56,Y,n,n,N,N,N,0,3,2,3,0,3,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14285,1384,HO,4050_HO,0,46F,W,4050,1st,N,n,2,RESI,0,10,0,3,5,0,40,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14289,1388,HO,4051_HO,0,46F,L,4051,1st,N,n,0,RESI,0,6,0,1,17,0,48,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14291,1390,HO,4052_HO,0,46F,L,4052,1st,N,n,1,RESI,0,6,0,1,7,0,42,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14293,1392,HO,4301_HO,3400000,46F,W,4301,1st,N,n,0,RESI,0,8,0,1,6,36,51,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14295,1394,HO,4303_HO,5180000,46F,W,4303,1st,N,n,1,RESI,0,14,0,3,15,59,51,n,Y,n,N,N,N,0,3,3,3,0,0,3,0,,0,2,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14299,1398,HO,4307_HO,0,46F,W,4307,1st,N,n,2,RESI,0,10,0,3,7,0,47,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14303,1402,HO,4308_HO,0,46F,L,4308,1st,N,n,0,RESI,0,6,0,1,11,0,43,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14305,1404,HO,4319_HO,0,46F,L,4319,1st,N,n,0,RESI,0,6,0,1,4,0,64,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14307,1406,HO,4320_HO,0,46F,L,4320,1st,N,n,0,RESI,0,7,0,1,15,0,64,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14311,1410,HO,4324_HO,0,46F,W,4324,1st,N,n,0,RESI,0,8,0,2,27,0,53,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14314,1413,HO,4325_HO,0,46F,L,4325,1st,N,n,0,RESI,0,7,0,1,6,0,51,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14316,1415,HO,4328_HO,0,46F,W,4328,1st,N,n,1,RESI,0,9,0,2,32,0,36,n,n,n,N,N,N,0,1,2,3,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14319,1418,HO,4335_HO,0,46F,W,4335,1st,N,n,2,RESI,0,10,0,3,17,0,42,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14323,1422,HO,4336_HO,0,46F,W,4336,1st,N,n,0,RESI,0,8,0,2,19,0,72,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14326,1425,HO,4337_HO,0,46F,W,4337,1st,N,n,2,RESI,0,9,0,2,18,0,45,n,n,n,N,N,N,0,2,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14331,1430,HO,4606_HO,0,46F,L,4606,1st,4R,n,0,RESI,7,7,0,1,17,0,52,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14335,1434,HO,4613_HO,0,46F,L,4613,1st,3R,n,0,RESI,6,6,0,1,4,0,69,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14343,1442,HO,4616_HO,0,46F,W,4616,1st,4R,n,2,RESI,10,13,0,3,17,0,43,n,Y,n,N,N,N,0,2,3,3,2,0,3,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14358,1457,HO,4804_HO,0,46F,W,4804,1st,N,n,2,RESI,0,8,0,2,11,0,37,n,n,n,N,N,N,0,1,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14361,1460,HO,4806_HO,720000,46F,W,4806,1st,N,n,2,RESI,0,10,0,2,5,36,40,n,n,n,N,N,N,0,2,2,3,2,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14364,1463,HO,4810_HO,0,46F,W,4810,1st,N,n,2,RESI,0,9,0,3,8,0,32,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14372,1471,HO,4817_HO,0,46F,W,4817,1st,N,n,2,RESI,0,8,0,2,5,0,32,n,n,n,N,N,N,0,1,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14375,1474,HO,4818_HO,0,46F,L,4818,1st,N,n,1,RESI,0,7,0,2,7,0,41,n,n,n,N,N,N,0,2,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14378,1477,HO,4819_HO,0,46F,L,4819,1st,N,n,1,RESI,0,6,0,1,6,0,45,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14394,1493,HO,4912_HO,6000000,46F,W,4912,1st,N,n,0,RESI,0,10,0,1,28,60,61,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14396,1495,HO,4914_HO,0,46F,W,4914,1st,N,n,2,RESI,0,9,0,2,5,0,44,n,n,n,N,N,N,0,2,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14399,1498,HO,4918_HO,0,46F,W,4918,1st,N,n,0,RESI,0,8,0,2,23,0,59,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14402,1501,HO,4919_HO,0,46F,L,4919,1st,N,n,1,RESI,0,7,0,1,5,0,53,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14407,1506,HO,4922_HO,0,46F,L,4922,1st,N,n,1,RESI,0,6,0,2,3,0,46,n,n,n,N,N,N,0,2,2,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14416,1515,HO,10013_HO,0,46F,W,10013,1st,3R,n,0,RESI,5,8,0,1,1,0,59,n,n,n,N,N,N,0,3,1,1,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14431,1530,HO,10031_HO,400000,46F,W,10031,1st,N,n,1,RESI,5,8,0,2,2,20,48,n,n,n,N,N,N,0,2,2,1,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14437,1536,HO,10036_HO,1340000,46F,L,10036,1st,N,n,0,RESI,7,7,0,3,1,14,70,n,n,n,N,N,N,0,3,3,1,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14447,1546,HO,10043_HO,0,46F,L,10043,1st,N,n,0,RESI,4,7,0,1,5,0,26,Y,n,n,N,N,N,0,0,1,3,0,3,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14463,1562,HO,10055_HO,1500000,46F,L,10055,1st,3R,n,0,RESI,7,7,0,1,17,15,60,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14465,1564,HO,10057_HO,2520000,46F,W,10057,1st,3R,n,0,RESI,8,8,0,1,5,38,53,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14473,1572,HO,10065_HO,950000,46F,W,10065,1st,6R,n,2,RESI,9,9,0,3,37,19,37,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14490,1589,HO,10069_HO,0,46F,W,10069,1st,N,n,0,RESI,5,8,0,2,0,0,71,n,n,n,N,N,N,0,3,2,0,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14504,1603,HO,10078_HO,0,46F,L,10078,1st,N,n,0,RESI,7,7,0,1,7,0,66,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14563,1662,HO,10126_HO,0,46F,L,10126,1st,N,n,0,RESI,6,6,0,1,3,0,66,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14567,1666,HO,10129_HO,2600000,46F,W,10129,1st,3R,n,0,RESI,5,8,0,0,3,26,62,n,n,n,N,N,N,0,3,0,2,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14590,1689,HO,10152_HO,1260000,46F,W,10152,1st,N,n,1,RESI,5,8,0,1,1,51,36,n,n,n,N,N,N,0,1,1,1,0,0,0,0,Y,3,2,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14592,1691,HO,10154_HO,550000,46F,L,10154,1st,2R,n,0,RESI,3,6,-5,2,12,11,84,n,n,n,N,N,N,0,3,2,3,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14627,1726,HO,10187_HO,0,46F,W,10187,1st,N,n,1,RESI,5,8,0,1,4,0,40,n,n,n,N,N,N,0,2,1,2,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14637,1736,HO,10213_HO,0,46F,W,10213,1st,3R,n,2,RESI,10,10,0,2,7,0,50,n,n,n,N,N,N,0,3,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14662,1761,HO,10252_HO,600000,46F,L,10252,1st,N,n,1,RESI,6,6,0,2,7,28,31,n,n,n,5,2nd,RESI,1,1,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
14772,1871,HO,10330_HO,1600000,46F,L,10330,1st,N,n,1,RESI,6,6,0,3,3,32,31,n,n,n,4,2nd,RESI,1,1,3,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15045,2144,HO,10509_HO,6440000,46F,W,10509,1st,N,n,0,RESI,0,8,0,1,3,71,47,n,n,n,N,N,N,0,2,1,2,0,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15047,2146,HO,10511_HO,0,46F,W,10511,1st,N,n,2,RESI,0,8,0,3,3,0,33,n,n,n,N,N,N,0,1,3,2,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15060,2159,HO,10536_HO,610000,46F,L,10536,1st,N,n,2,RESI,0,7,0,3,1,21,34,n,n,n,N,N,N,0,1,3,1,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15071,2170,HO,10558_HO,1700000,46F,W,10558,1st,N,n,0,RESI,0,8,0,2,29,27,60,n,n,n,N,N,N,0,3,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15074,2173,HO,10559_HO,1700000,46F,W,10559,1st,N,n,0,RESI,0,9,0,3,17,17,61,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15081,2180,HO,10570_HO,2240000,46F,W,10570,1st,N,n,2,RESI,0,12,0,3,4,112,40,n,n,n,N,N,N,0,2,3,2,2,0,0,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15085,2184,HO,10579_HO,4100000,46F,W,10579,1st,N,n,0,RESI,0,10,0,3,15,41,55,n,n,n,N,N,N,0,3,3,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15089,2188,HO,10584_HO,0,46F,L,10584,1st,N,n,0,RESI,0,6,0,1,1,0,34,n,Y,n,N,N,N,0,1,1,1,0,0,3,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15091,2190,HO,10587_HO,4900000,46F,W,10587,1st,N,n,2,RESI,0,11,0,3,5,49,38,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,2,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15097,2196,HO,10590_HO,1000000,46F,L,10590,1st,N,n,0,RESI,0,6,0,2,29,20,30,n,n,n,N,N,N,0,1,2,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15107,2206,HO,10597_HO,760000,46F,W,10597,1st,N,n,1,RESI,0,8,0,2,1,38,36,n,Y,n,N,N,N,0,1,2,1,0,0,3,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15110,2209,HO,10598_HO,3000000,46F,W,10598,1st,N,n,0,RESI,0,8,0,1,6,44,64,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15116,2215,HO,10618_HO,0,46F,W,10618,1st,N,n,0,RESI,0,11,0,2,12,0,58,n,Y,n,N,N,N,0,3,2,3,0,0,3,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15122,2221,HO,10620_HO,0,46F,L,10620,1st,N,n,2,RESI,0,6,0,3,0,0,36,n,n,n,N,N,N,0,1,3,0,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15129,2228,HO,10630_HO,3800000,46F,W,10630,1st,N,n,0,RESI,0,8,0,1,31,38,58,n,n,n,N,N,N,0,3,1,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15131,2230,HO,10631_HO,1050000,46F,W,10631,1st,N,n,2,RESI,0,9,0,3,12,21,35,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15135,2234,HO,10633_HO,590000,46F,W,10633,1st,N,n,2,RESI,0,9,0,2,13,25,42,n,n,n,N,N,N,0,2,2,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15141,2240,HO,10637_HO,3600000,46F,L,10637,1st,N,n,0,RESI,0,6,0,1,5,36,37,n,n,n,N,N,N,0,1,1,3,0,0,0,0,,0,1,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15149,2248,HO,10645_HO,750000,46F,L,10645,1st,N,n,1,RESI,0,6,0,1,11,15,41,n,n,n,N,N,N,0,2,1,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15169,2268,HO,10671_HO,6880000,46F,W,10671,1st,N,n,2,RESI,0,15,0,3,9,117,37,n,Y,n,N,N,N,0,1,3,3,2,0,3,0,,0,3,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15173,2272,HO,10673_HO,0,46F,W,10673,1st,N,n,2,RESI,0,10,0,3,6,0,41,n,n,n,N,N,N,0,2,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15177,2276,HO,10674_HO,1060000,46F,W,10674,1st,N,n,1,RESI,0,8,0,3,16,23,47,n,n,n,N,N,N,0,2,3,3,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15183,2282,HO,10679_HO,2800000,46F,W,10679,1st,N,n,0,RESI,0,8,0,1,2,28,63,n,n,n,N,N,N,0,3,1,1,0,0,0,0,Y,3,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15188,2287,HO,10681_HO,0,46F,L,10681,1st,N,n,1,RESI,0,6,0,3,1,0,47,n,n,n,N,N,N,0,2,3,1,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15192,2291,HO,10684_HO,2500000,46F,L,10684,1st,N,n,2,RESI,0,7,0,3,2,25,31,n,n,n,N,N,N,0,1,3,1,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15198,2297,HO,10691_HO,580000,46F,L,10691,1st,N,n,0,RESI,0,6,0,1,4,25,59,n,n,n,N,N,N,0,3,1,2,0,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15206,2305,HO,10697_HO,600000,46F,W,10697,1st,N,n,2,RESI,0,9,0,3,6,13,30,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
15210,2309,HO,10698_HO,0,46F,W,10698,1st,N,n,2,RESI,0,9,0,3,5,0,34,n,n,n,N,N,N,0,1,3,3,2,0,0,0,,0,0,0.395969642,25337,1.6,n,223097,0.4,14.98,52,600,100,186,1.185449821
